,city,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
30,phetchaburi,7.0,TH,1569520661.0,94.0,13.1,99.94,72.2,3.31
31,sinnamary,62.0,GF,1569520836.0,73.0,5.38,-52.96,83.18,12.17
32,upernavik,100.0,GL,1569520837.0,62.0,72.79,-56.15,37.82,4.9
33,kerouane,52.0,GN,1569520837.0,85.0,12.23,-12.34,83.18,3.47
34,airai,0.0,TL,1569520837.0,84.0,-8.93,125.41,67.7,4.16
35,namatanai,29.0,PG,1569520837.0,78.0,-3.66,152.44,78.32,6.22
36,vila franca do campo,40.0,PT,1569520837.0,88.0,37.72,-25.43,73.4,17.22
37,cidreira,7.0,BR,1569520838.0,57.0,-30.17,-50.22,72.92,7.76
38,punta arenas,75.0,CL,1569520800.0,60.0,-53.16,-70.91,50.0,18.34
39,tairua,94.0,NZ,1569520838.0,82.0,-37.02,175.85,53.01,14.0
40,corinth,20.0,GR,1569520838.0,73.0,37.94,22.93,75.2,4.34
41,butaritari,59.0,KI,1569520838.0,72.0,3.07,172.79,84.08,13.44
42,attawapiskat,,,,,,,,
43,kaabong,81.0,UG,1569520839.0,72.0,3.51,34.14,69.5,8.39
44,itarema,27.0,BR,1569520839.0,49.0,-2.92,-39.92,87.5,16.44
45,tidore,,,,,,,,
46,luanda,0.0,AO,1569520839.0,88.0,-8.83,13.24,75.2,6.93
47,ribeira grande,40.0,PT,1569520840.0,78.0,38.52,-28.7,77.0,13.87
48,bambous virieux,75.0,MU,1569520840.0,94.0,-20.34,57.76,73.99,11.41
49,mataura,78.0,NZ,1569520840.0,89.0,-46.19,168.86,48.0,11.01
50,tabuny,80.0,RU,1569520840.0,42.0,52.78,78.79,42.32,6.85
51,hualmay,84.0,PE,1569520840.0,91.0,-11.1,-77.61,61.4,11.45
52,vao,26.0,EE,1569520841.0,92.0,59.1,26.19,45.38,3.78
53,georgetown,20.0,GY,1569520752.0,62.0,6.8,-58.16,87.8,2.24
54,anloga,20.0,GH,1569520841.0,78.0,5.79,0.9,82.4,14.99
55,hilo,1.0,US,1569520842.0,65.0,19.71,-155.08,77.0,4.7
56,busselton,2.0,AU,1569520842.0,61.0,-33.64,115.35,54.0,14.41
57,lambarene,88.0,GA,1569520842.0,91.0,-0.7,10.22,76.16,5.5
58,sambava,33.0,MG,1569520842.0,83.0,-14.27,50.17,65.72,2.93
59,miri,98.0,NG,1569520843.0,86.0,10.31,9.75,73.1,17.74
60,saint-georges,100.0,CA,1569520666.0,96.0,46.12,-70.67,66.99,8.08
61,jamestown,88.0,AU,1569520844.0,30.0,-33.21,138.6,54.2,8.39
62,ust-ilimsk,100.0,RU,1569520844.0,87.0,57.96,102.73,38.72,12.73
63,ladan,100.0,UA,1569520844.0,86.0,50.51,32.59,51.14,5.86
64,longyearbyen,100.0,NO,1569520845.0,98.0,78.22,15.63,36.56,9.08
65,grand centre,,,,,,,,
66,kapaa,20.0,US,1569520845.0,88.0,22.08,-159.32,78.8,10.29
67,atuona,90.0,PF,1569520845.0,79.0,-9.8,-139.03,78.86,17.29
68,oistins,20.0,BB,1569520836.0,62.0,13.07,-59.53,87.8,11.41
69,caxito,90.0,BR,1569520846.0,94.0,-22.65,-42.51,69.8,12.75
70,bambanglipuro,26.0,ID,1569520846.0,88.0,-7.95,110.28,75.26,8.32
71,sobolevo,0.0,RU,1569520846.0,82.0,54.43,31.9,42.14,5.55
72,qaanaaq,100.0,GL,1569520846.0,94.0,77.48,-69.36,29.36,16.24
73,cape town,0.0,ZA,1569520809.0,43.0,-33.93,18.42,75.0,5.82
74,comodoro rivadavia,0.0,AR,1569520847.0,42.0,-45.87,-67.48,64.4,16.11
75,cumaribo,,,,,,,,
76,kavieng,44.0,PG,1569520847.0,73.0,-2.57,150.8,83.9,10.22
77,kokstad,0.0,ZA,1569520847.0,20.0,-30.55,29.42,51.86,3.2
78,sayansk,100.0,RU,1569520847.0,87.0,54.11,102.18,44.66,12.26
79,hobyo,61.0,SO,1569520848.0,81.0,5.35,48.53,77.6,25.57
80,marzuq,79.0,YE,1569520849.0,45.0,14.4,46.47,79.94,5.68
81,norman wells,75.0,CA,1569520852.0,93.0,65.28,-126.83,35.6,12.75
82,seoul,75.0,KR,1569520587.0,93.0,37.57,126.98,69.8,2.24
83,mar del plata,56.0,AR,1569520792.0,25.0,-46.43,-67.52,63.56,20.78
84,vaini,100.0,IN,1569520853.0,94.0,15.34,74.49,74.9,3.22
85,new norfolk,100.0,AU,1569520853.0,62.0,-42.78,147.06,53.01,12.75
86,yellowknife,75.0,CA,1569520709.0,74.0,62.45,-114.38,35.6,9.17
87,richards bay,0.0,ZA,1569520853.0,64.0,-28.77,32.06,64.82,15.68
88,havre-saint-pierre,90.0,CA,1569520853.0,81.0,50.23,-63.6,50.0,10.29
89,kuminskiy,78.0,RU,1569520854.0,82.0,58.67,66.57,35.66,8.5
90,ancud,0.0,CL,1569520854.0,48.0,-41.87,-73.83,64.4,8.05
91,chokurdakh,81.0,RU,1569520854.0,92.0,70.62,147.9,23.78,10.76
92,baoning,0.0,CN,1569520854.0,64.0,25.34,110.03,71.6,4.47
93,tawkar,,,,,,,,
94,emba,20.0,CY,1569520855.0,78.0,34.81,32.42,77.0,5.82
95,avarua,58.0,CK,1569520582.0,94.0,-21.21,-159.78,71.6,1.12
96,hasaki,75.0,JP,1569520855.0,88.0,35.73,140.83,64.4,2.24
97,carnarvon,0.0,ZA,1569520855.0,15.0,-30.97,22.13,57.62,3.38
98,dingle,29.0,PH,1569520855.0,88.0,11.0,122.67,74.54,3.27
99,hamilton,75.0,CA,1569520611.0,56.0,43.26,-79.87,75.0,13.87
100,paamiut,28.0,GL,1569520856.0,60.0,61.99,-49.67,44.66,10.74
101,kurilsk,8.0,RU,1569520856.0,55.0,45.23,147.88,56.18,17.9
102,nizhneyansk,,,,,,,,
103,tasiilaq,75.0,GL,1569520857.0,75.0,65.61,-37.64,42.8,16.11
104,mount isa,16.0,AU,1569520857.0,35.0,-20.73,139.49,73.4,8.05
105,otane,14.0,NZ,1569520647.0,89.0,-39.89,176.62,48.99,8.01
106,tuktoyaktuk,90.0,CA,1569520857.0,80.0,69.44,-133.03,33.8,21.92
107,east wemyss,40.0,GB,1569520857.0,87.0,56.16,-3.06,57.0,10.29
108,vila velha,0.0,BR,1569520857.0,55.0,-3.71,-38.6,86.0,17.22
109,gazli,0.0,UZ,1569520858.0,19.0,40.13,63.45,73.1,8.46
110,esperance,90.0,AU,1569520858.0,93.0,-33.86,121.89,53.6,9.17
111,tabou,66.0,CI,1569520858.0,85.0,4.42,-7.36,77.6,5.84
112,port alfred,0.0,ZA,1569520858.0,43.0,-33.59,26.89,63.2,4.97
113,yanam,100.0,IN,1569520859.0,91.0,16.73,82.22,77.78,1.83
114,saint-philippe,90.0,CA,1569520859.0,93.0,45.36,-73.48,60.01,6.93
115,fairbanks,90.0,US,1569520857.0,100.0,64.84,-147.72,37.0,5.82
116,pennagaram,54.0,IN,1569520859.0,91.0,12.13,77.9,70.76,0.69
117,bluff,0.0,AU,1569520859.0,94.0,-23.58,149.07,58.88,9.28
118,muzhi,96.0,RU,1569520859.0,84.0,65.4,64.7,34.22,4.25
119,beringovskiy,100.0,RU,1569520860.0,99.0,63.05,179.32,41.24,4.99
120,dikson,100.0,RU,1569520860.0,92.0,73.51,80.55,35.12,7.38
121,mae sai,93.0,MM,1569520861.0,88.0,20.44,99.89,73.4,1.16
122,lamu,0.0,CN,1569520861.0,56.0,35.77,102.37,45.38,1.01
123,talakan,0.0,RU,1569520861.0,80.0,50.29,130.28,43.04,5.57
124,touros,40.0,BR,1569520861.0,58.0,-5.2,-35.46,82.4,13.87
125,velyka mykhaylivka,99.0,UA,1569520861.0,64.0,47.08,29.85,55.64,8.72
126,sao joao da barra,90.0,BR,1569520862.0,88.0,-21.64,-41.05,71.6,1.83
127,ocos,90.0,GT,1569520863.0,94.0,14.51,-92.19,82.4,11.41
128,luganville,85.0,VU,1569520863.0,93.0,-15.51,167.18,69.14,4.12
129,tiksi,100.0,RU,1569520863.0,97.0,71.64,128.87,35.3,7.29
130,sentyabrskiy,,,,,,,,
131,xinqing,0.0,CN,1569520864.0,85.0,48.28,129.53,45.74,3.4
132,amderma,,,,,,,,
133,pangai,100.0,TO,1569520864.0,72.0,-19.8,-174.35,72.02,13.78
134,yongan,0.0,CN,1569520864.0,59.0,39.7,113.69,54.56,0.83
135,malindi,20.0,KE,1569520816.0,83.0,-3.22,40.12,78.8,11.41
136,bengkulu,,,,,,,,
137,grand river south east,,,,,,,,
138,shubarkuduk,100.0,KZ,1569520865.0,49.0,49.15,56.49,45.56,9.95
139,grand gaube,75.0,MU,1569520865.0,94.0,-20.01,57.66,73.99,11.41
140,port lincoln,61.0,AU,1569520866.0,88.0,-34.72,135.86,57.62,15.46
141,camacha,40.0,PT,1569520866.0,56.0,33.08,-16.33,73.4,12.75
142,severnoye,61.0,RU,1569520866.0,80.0,54.09,52.54,38.72,6.08
143,karaul,,,,,,,,
144,nikolskoye,90.0,RU,1569520866.0,76.0,59.7,30.79,48.2,6.71
145,cochrane,100.0,CL,1569520823.0,49.0,-47.25,-72.57,51.14,1.39
146,lompoc,1.0,US,1569520867.0,47.0,34.64,-120.46,78.8,8.05
147,bilma,0.0,NE,1569520867.0,10.0,18.69,12.92,96.14,8.5
148,svetlyy,,,,,,,,
149,ponta do sol,100.0,BR,1569520867.0,89.0,-20.63,-46.0,65.18,2.24
150,abha,20.0,SA,1569520867.0,25.0,18.22,42.5,75.2,10.29
151,maragogi,15.0,BR,1569520868.0,66.0,-9.01,-35.22,79.4,9.84
152,petropavlovsk-kamchatskiy,28.0,RU,1569520868.0,75.0,53.05,158.65,44.6,13.42
153,cherskiy,95.0,RU,1569520869.0,64.0,68.75,161.3,27.74,3.74
154,constitucion,75.0,MX,1569520872.0,56.0,23.99,-104.67,73.0,3.36
155,east london,0.0,ZA,1569520812.0,72.0,-33.02,27.91,64.4,11.41
156,klaksvik,75.0,FO,1569520872.0,87.0,62.23,-6.59,53.6,40.26
157,thompson,75.0,CA,1569520815.0,48.0,55.74,-97.86,42.8,10.29
158,rapid valley,1.0,US,1569520873.0,33.0,44.06,-103.15,75.99,6.93
159,koutsouras,2.0,GR,1569520873.0,71.0,35.03,25.95,73.99,3.0
160,bandarbeyla,76.0,SO,1569520873.0,75.0,9.49,50.81,76.16,24.94
161,samusu,,,,,,,,
162,winslow,20.0,GB,1569520874.0,67.0,51.94,-0.88,62.6,16.11
163,sur,16.0,OM,1569520685.0,60.0,22.57,59.53,83.36,7.4
164,dahanu,100.0,IN,1569520874.0,80.0,19.97,72.73,83.18,17.69
165,aklavik,75.0,CA,1569520874.0,74.0,68.22,-135.01,33.8,16.11
166,padang,100.0,ID,1569520874.0,85.0,-0.92,100.36,78.86,12.59
167,maltahohe,65.0,NA,1569520875.0,20.0,-24.83,16.98,65.54,16.37
168,kaitangata,81.0,NZ,1569520875.0,67.0,-46.28,169.85,46.99,8.01
169,olinda,0.0,AU,1569520875.0,62.0,-37.84,145.39,57.99,20.8
170,zaranj,0.0,AF,1569520875.0,29.0,30.95,61.86,78.8,6.93
171,hobart,100.0,AU,1569520825.0,62.0,-42.88,147.33,53.01,12.75
172,faanui,48.0,PF,1569520876.0,81.0,-16.48,-151.75,79.58,18.34
173,pevek,0.0,RU,1569520876.0,68.0,69.7,170.27,32.78,6.6
174,anar darreh,,,,,,,,
175,lata,98.0,IN,1569520876.0,93.0,30.78,78.62,41.6,2.55
176,saskylakh,99.0,RU,1569520877.0,94.0,71.97,114.09,30.08,7.72
177,bethel,90.0,US,1569520877.0,93.0,60.79,-161.76,39.2,9.17
178,yangambi,89.0,CD,1569520877.0,89.0,0.77,24.47,72.38,0.54
179,vestmanna,75.0,FO,1569520878.0,87.0,62.16,-7.17,53.6,40.26
180,batavia,40.0,US,1569520627.0,49.0,43.0,-78.19,71.01,14.99
181,farafangana,61.0,MG,1569520878.0,90.0,-22.82,47.83,64.1,4.5
182,jiaohe,2.0,CN,1569520878.0,86.0,43.72,127.34,57.62,4.09
183,opole,16.0,PL,1569520878.0,100.0,50.67,17.92,57.99,2.35
184,magadan,50.0,RU,1569520879.0,57.0,59.56,150.8,36.74,18.07
185,juneau,75.0,US,1569520880.0,93.0,58.3,-134.42,44.6,10.29
186,eureka,20.0,US,1569520644.0,72.0,40.8,-124.16,68.0,5.82
187,sibolga,91.0,ID,1569520880.0,77.0,1.74,98.78,81.38,10.13
188,chapais,75.0,CA,1569520881.0,67.0,49.78,-74.86,57.2,12.75
189,fort myers beach,1.0,US,1569520703.0,51.0,26.45,-81.95,91.0,5.82
190,severo-kurilsk,96.0,RU,1569520881.0,78.0,50.68,156.12,46.64,32.68
191,phonhong,20.0,LA,1569520881.0,94.0,18.5,102.42,77.0,2.24
192,sainte-rose,90.0,CA,1569520882.0,100.0,45.61,-73.79,60.01,8.05
193,bubaque,3.0,GW,1569520882.0,74.0,11.28,-15.83,83.9,8.32
194,victoria,75.0,BN,1569520620.0,78.0,5.28,115.24,82.4,2.24
195,sitka,91.0,US,1569520882.0,68.0,37.17,-99.65,66.99,8.99
196,san lorenzo,20.0,HN,1569520882.0,59.0,13.43,-87.45,89.6,2.24
197,mullaitivu,,,,,,,,
198,port hardy,40.0,CA,1569520883.0,76.0,50.7,-127.42,55.4,12.75
199,castro,0.0,CL,1569520883.0,48.0,-42.48,-73.76,64.4,8.05
200,berezovyy,0.0,RU,1569520884.0,81.0,51.67,135.7,34.94,4.52
201,alyangula,16.0,AU,1569520884.0,93.0,-13.85,136.42,66.2,3.36
202,natchez,1.0,US,1569520884.0,54.0,31.56,-91.4,89.01,1.39
203,mys shmidta,,,,,,,,
204,los llanos de aridane,75.0,ES,1569520884.0,78.0,28.66,-17.92,75.2,11.41
205,talnakh,40.0,RU,1569520885.0,86.0,69.49,88.39,33.8,11.18
206,dong hoi,6.0,VN,1569520885.0,87.0,17.48,106.6,73.1,3.85
207,bemidji,1.0,US,1569520705.0,51.0,47.48,-94.89,63.0,12.75
208,zhanaozen,77.0,KZ,1569520885.0,50.0,43.35,52.85,61.58,23.8
209,bundaberg,50.0,AU,1569520885.0,87.0,-24.87,152.35,59.0,4.7
210,zonguldak,15.0,TR,1569520886.0,76.0,41.25,31.83,69.68,3.58
211,bridlington,20.0,GB,1569520886.0,87.0,54.08,-0.19,60.8,12.75
212,isangel,98.0,VU,1569520886.0,81.0,-19.55,169.27,71.66,16.4
213,chagda,,,,,,,,
214,kirakira,57.0,SB,1569520887.0,83.0,-10.46,161.92,76.34,4.61
215,komsomolskiy,100.0,RU,1569520887.0,93.0,67.55,63.78,31.88,5.01
216,marigot,75.0,HT,1569520887.0,62.0,18.23,-72.32,87.8,2.24
217,yenagoa,100.0,NG,1569520888.0,90.0,4.92,6.26,77.24,5.46
218,tuatapere,77.0,NZ,1569520888.0,89.0,-46.13,167.69,48.0,11.01
219,peniche,20.0,PT,1569520888.0,64.0,39.36,-9.38,68.0,17.22
220,nanortalik,0.0,GL,1569520889.0,72.0,60.14,-45.24,44.66,2.82
221,mangrol,100.0,IN,1569520892.0,90.0,25.33,76.51,78.14,4.61
222,agapovka,40.0,RU,1569520892.0,80.0,53.3,59.13,35.6,8.95
223,tual,70.0,ID,1569520892.0,86.0,-5.67,132.75,78.5,18.19
224,tambopata,,,,,,,,
225,alice springs,17.0,AU,1569520834.0,77.0,-23.7,133.88,59.0,6.93
226,palmer,0.0,AU,1569520893.0,33.0,-34.85,139.16,63.0,11.41
227,sovetskiy,99.0,RU,1569520893.0,86.0,56.76,48.47,35.84,8.43
228,cockburn town,40.0,TC,1569520665.0,70.0,21.46,-71.14,86.0,5.82
229,hof,90.0,DE,1569520893.0,100.0,50.32,11.92,61.0,9.17
230,warman,90.0,CA,1569520893.0,87.0,52.32,-106.58,46.99,5.82
231,maridi,,,,,,,,
232,broken hill,100.0,AU,1569520894.0,25.0,-31.97,141.45,53.6,4.7
233,luderitz,95.0,NA,1569520894.0,60.0,-26.65,15.16,68.0,1.12
234,hay river,75.0,CA,1569520862.0,75.0,60.82,-115.79,41.0,2.24
235,skibbereen,40.0,IE,1569520894.0,82.0,51.55,-9.27,55.4,17.22
236,siguiri,95.0,GN,1569520895.0,67.0,11.42,-9.17,84.8,0.6
237,nalut,0.0,LY,1569520895.0,44.0,31.86,10.98,81.56,18.75
238,maceio,40.0,BR,1569520694.0,65.0,-9.67,-35.74,80.6,13.87
239,arklow,75.0,IE,1569520895.0,93.0,52.79,-6.14,55.99,16.11
240,flin flon,75.0,CA,1569520895.0,70.0,54.77,-101.88,44.6,9.17
241,amahai,96.0,ID,1569520895.0,89.0,-3.31,129.0,75.62,6.8
242,asyut,0.0,EG,1569520735.0,27.0,27.18,31.19,91.4,9.17
243,phan rang,,,,,,,,
244,kisangani,100.0,CD,1569520896.0,88.0,0.52,25.21,73.64,1.34
245,mbaiki,97.0,CF,1569520896.0,94.0,3.87,17.99,72.02,2.04
246,vanimo,17.0,PG,1569520896.0,80.0,-2.67,141.3,81.74,7.54
247,hithadhoo,100.0,MV,1569520896.0,80.0,-0.6,73.08,83.0,24.05
248,balkanabat,11.0,TM,1569520897.0,49.0,39.51,54.36,75.8,10.31
249,deputatskiy,100.0,RU,1569520897.0,93.0,69.3,139.9,17.3,4.32
250,ust-koksa,93.0,RU,1569520897.0,96.0,50.27,85.62,31.34,4.23
251,viedma,61.0,AR,1569520897.0,46.0,-40.81,-62.99,60.68,18.68
252,pisco,90.0,PE,1569520897.0,30.0,-13.71,-76.2,71.6,6.93
253,belushya guba,,,,,,,,
254,amga,100.0,RU,1569520898.0,93.0,60.89,131.98,40.88,6.4
255,manicore,55.0,BR,1569520898.0,37.0,-5.81,-61.3,97.22,1.05
256,george,26.0,MW,1569520898.0,60.0,-15.35,34.83,60.68,13.02
257,bowen,40.0,AU,1569520898.0,88.0,-20.01,148.25,66.2,8.05
258,sao filipe,23.0,CV,1569520898.0,82.0,14.9,-24.5,77.6,16.4
259,caravelas,56.0,BR,1569520899.0,72.0,-17.73,-39.27,78.32,13.11
260,kruisfontein,0.0,ZA,1569520899.0,31.0,-34.0,24.73,63.2,2.89
261,taltal,0.0,CL,1569520899.0,65.0,-25.41,-70.49,58.88,7.61
262,waingapu,1.0,ID,1569520899.0,92.0,-9.65,120.26,70.4,7.05
263,batagay-alyta,100.0,RU,1569520899.0,88.0,67.8,130.41,21.98,5.73
264,presidencia roque saenz pena,0.0,AR,1569520900.0,20.0,-26.79,-60.44,87.86,6.98
265,stettler,100.0,CA,1569520900.0,91.0,52.32,-112.71,45.0,5.99
266,verkhnevilyuysk,11.0,RU,1569520901.0,93.0,63.45,120.31,32.06,5.32
267,fernandina beach,1.0,US,1569520901.0,46.0,30.67,-81.46,95.0,5.82
268,kihurio,21.0,TZ,1569520901.0,75.0,-4.47,38.07,69.14,7.96
269,pringsewu,51.0,ID,1569520901.0,93.0,-5.36,104.98,70.04,2.13
270,dzhusaly,,,,,,,,
271,okha,0.0,RU,1569520901.0,69.0,53.59,142.95,50.24,17.09
272,berlevag,75.0,NO,1569520902.0,93.0,70.86,29.09,42.8,12.75
273,kodiak,1.0,US,1569520902.0,40.0,39.95,-94.76,73.99,8.05
274,rio gallegos,0.0,AR,1569520902.0,25.0,-51.62,-69.22,53.6,5.82
275,vardo,75.0,US,1569520903.0,57.0,39.62,-77.74,84.99,9.17
276,ongandjera,0.0,NA,1569520903.0,20.0,-17.88,15.07,75.44,7.61
277,port blair,81.0,IN,1569520903.0,81.0,11.67,92.75,81.74,10.63
278,kintampo,95.0,GH,1569520903.0,87.0,8.05,-1.73,78.32,4.14
279,goderich,0.0,CA,1569520903.0,67.0,43.74,-81.71,66.99,16.84
280,vidim,0.0,CZ,1569520903.0,76.0,50.47,14.53,62.01,9.17
281,kiunga,100.0,PG,1569520904.0,98.0,-6.12,141.3,72.38,2.37
282,sao felix do xingu,37.0,BR,1569520852.0,28.0,-6.64,-51.99,98.48,7.18
283,turukhansk,59.0,RU,1569520904.0,89.0,65.8,87.96,32.96,7.54
284,bolungarvik,,,,,,,,
285,vina del mar,90.0,CL,1569520904.0,100.0,-33.02,-71.55,55.4,4.7
286,mouila,54.0,GA,1569520905.0,91.0,-1.86,11.06,75.08,6.08
287,saint-joseph,0.0,FR,1569520905.0,78.0,43.56,6.97,73.4,2.24
288,sassandra,77.0,CI,1569520905.0,84.0,4.95,-6.09,77.78,5.39
289,yumen,0.0,CN,1569520905.0,15.0,40.29,97.04,65.36,3.18
290,narsaq,20.0,GL,1569520905.0,40.0,60.91,-46.05,51.8,4.7
291,bardiyah,,,,,,,,
292,lavrentiya,100.0,RU,1569520906.0,88.0,65.58,-170.99,30.98,5.19
293,le vauclin,20.0,MQ,1569520906.0,59.0,14.55,-60.84,89.6,12.75
294,uray,100.0,RU,1569520906.0,77.0,60.13,64.8,35.66,10.76
295,nova aurora,98.0,BR,1569520906.0,60.0,-18.06,-48.26,78.5,5.68
296,lorengau,37.0,PG,1569520906.0,82.0,-2.02,147.27,79.76,6.53
297,kenai,1.0,US,1569520613.0,64.0,60.55,-151.26,42.01,8.14
298,flagstaff,90.0,US,1569520694.0,88.0,35.2,-111.65,70.0,3.36
299,bairiki,,,,,,,,
300,pangnirtung,20.0,CA,1569520907.0,37.0,66.15,-65.72,53.6,2.24
301,christchurch,79.0,NZ,1569520907.0,93.0,-43.53,172.64,46.0,5.82
302,arraial do cabo,90.0,BR,1569520907.0,94.0,-22.97,-42.02,69.8,12.75
303,sinjar,0.0,SY,1569520908.0,71.0,35.59,37.0,70.58,8.84
304,dawei,33.0,MM,1569520908.0,77.0,14.07,98.19,81.56,9.89
305,osmena,3.0,PH,1569520908.0,86.0,12.17,124.59,79.22,7.31
306,sisimiut,4.0,GL,1569520910.0,63.0,66.94,-53.67,42.5,9.95
307,ahipara,50.0,NZ,1569520912.0,100.0,-35.17,173.16,48.99,22.17
308,port elizabeth,1.0,US,1569520912.0,51.0,39.31,-74.98,88.0,8.05
309,knysna,0.0,ZA,1569520912.0,25.0,-34.04,23.05,75.2,5.82
310,vaitupu,,,,,,,,
311,guerrero negro,91.0,MX,1569520912.0,75.0,27.97,-114.04,67.52,8.72
312,souillac,90.0,FR,1569520913.0,72.0,45.6,-0.6,69.01,13.87
313,laguna,75.0,BZ,1569520913.0,70.0,16.17,-88.94,89.6,4.7
314,rome,20.0,IT,1569520874.0,73.0,41.89,12.48,77.0,4.7
315,jardim,2.0,BR,1569520913.0,27.0,-21.48,-56.15,90.92,8.14
316,bonavista,100.0,CA,1569520914.0,84.0,48.65,-53.11,50.0,7.0
317,nara,75.0,JP,1569520914.0,83.0,34.68,135.8,75.99,1.12
318,rena,0.0,ES,1569520914.0,34.0,39.05,-5.81,81.0,4.0
319,saleaula,,,,,,,,
320,tutoia,20.0,BR,1569520914.0,62.0,-2.76,-42.27,87.8,14.99
321,qui nhon,,,,,,,,
322,tura,79.0,RU,1569520915.0,79.0,64.27,100.22,30.98,1.61
323,half moon bay,20.0,US,1569520915.0,56.0,37.46,-122.43,78.01,9.17
324,asau,,,,,,,,
325,umm kaddadah,100.0,SD,1569520915.0,41.0,13.6,26.69,85.34,16.28
326,macieira de cambra,0.0,PT,1569520915.0,82.0,40.86,-8.34,70.0,8.05
327,quatre cocos,75.0,MU,1569520916.0,94.0,-20.21,57.76,73.99,11.41
328,ivanava,100.0,BY,1569520916.0,96.0,52.14,25.53,51.32,5.48
329,daru,100.0,PG,1569520916.0,89.0,-9.07,143.21,74.54,8.14
330,uvira,99.0,CD,1569520916.0,81.0,-3.41,29.14,55.28,2.53
331,marystown,82.0,CA,1569520916.0,77.0,47.17,-55.16,63.38,3.18
332,tuy hoa,41.0,VN,1569520816.0,96.0,13.08,109.3,70.4,1.7
333,yulara,49.0,AU,1569520869.0,39.0,-25.24,130.99,62.6,2.24
334,victor harbor,0.0,AU,1569520917.0,33.0,-35.55,138.62,60.01,11.41
335,margate,100.0,AU,1569520917.0,62.0,-43.03,147.26,53.01,12.75
336,garden city,1.0,US,1569520715.0,39.0,43.62,-116.24,69.01,5.12
337,kemise,70.0,ET,1569520917.0,79.0,10.72,39.87,49.34,1.25
338,salalah,75.0,OM,1569520917.0,74.0,17.01,54.1,82.4,4.7
339,cacu,100.0,BR,1569520918.0,67.0,-18.56,-51.13,75.62,5.93
340,qaqortoq,20.0,GL,1569520918.0,40.0,60.72,-46.03,51.8,4.7
341,sarangani,0.0,PH,1569520918.0,69.0,5.4,125.46,82.1,5.01
342,sola,54.0,TZ,1569520918.0,47.0,-3.17,33.8,73.82,2.17
343,uarini,20.0,BR,1569520918.0,59.0,-2.98,-65.16,91.4,3.36
344,plymouth,75.0,GB,1569520764.0,82.0,50.37,-4.14,61.0,18.34
345,solovetskiy,,,,,,,,
346,gamba,100.0,CN,1569520919.0,56.0,28.28,88.52,40.7,4.47
347,capreol,75.0,CA,1569520919.0,81.0,46.71,-80.92,62.01,6.93
348,bichura,58.0,RU,1569520919.0,91.0,50.59,107.6,50.06,2.04
349,orsk,0.0,RU,1569520920.0,60.0,51.23,58.47,42.8,4.47
350,puerto escondido,75.0,MX,1569520920.0,62.0,15.86,-97.07,89.6,9.17
351,khani,40.0,GE,1569520920.0,93.0,41.96,42.96,62.6,2.24
